2024-06-05 16:04:58,689 INFO    StreamThr :15545 [internal.py:wandb_internal():85] W&B internal server running at pid: 15545, started at: 2024-06-05 16:04:58.689120
2024-06-05 16:04:58,690 DEBUG   HandlerThread:15545 [handler.py:handle_request():158] handle_request: status
2024-06-05 16:04:58,692 INFO    WriterThread:15545 [datastore.py:open_for_write():87] open: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_160458-pvlbmxyr/run-pvlbmxyr.wandb
2024-06-05 16:04:58,693 DEBUG   SenderThread:15545 [sender.py:send():378] send: header
2024-06-05 16:04:58,719 DEBUG   SenderThread:15545 [sender.py:send():378] send: run
2024-06-05 16:04:59,116 DEBUG   HandlerThread:15545 [handler.py:handle_request():158] handle_request: status_report
2024-06-05 16:04:59,316 INFO    SenderThread:15545 [dir_watcher.py:__init__():211] watching files in: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_160458-pvlbmxyr/files
2024-06-05 16:04:59,317 INFO    SenderThread:15545 [sender.py:_start_run_threads():1123] run started: pvlbmxyr with start time 1717592698.690211
2024-06-05 16:04:59,326 DEBUG   HandlerThread:15545 [handler.py:handle_request():158] handle_request: check_version
2024-06-05 16:04:59,327 DEBUG   SenderThread:15545 [sender.py:send_request():405] send_request: check_version
2024-06-05 16:04:59,546 DEBUG   HandlerThread:15545 [handler.py:handle_request():158] handle_request: run_start
2024-06-05 16:04:59,547 DEBUG   HandlerThread:15545 [system_info.py:__init__():26] System info init
2024-06-05 16:04:59,547 DEBUG   HandlerThread:15545 [system_info.py:__init__():41] System info init done
2024-06-05 16:04:59,547 INFO    HandlerThread:15545 [system_monitor.py:start():194] Starting system monitor
2024-06-05 16:04:59,547 INFO    SystemMonitor:15545 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-05 16:04:59,547 INFO    HandlerThread:15545 [system_monitor.py:probe():214] Collecting system info
2024-06-05 16:04:59,550 INFO    SystemMonitor:15545 [interfaces.py:start():188] Started cpu monitoring
2024-06-05 16:04:59,553 INFO    SystemMonitor:15545 [interfaces.py:start():188] Started disk monitoring
2024-06-05 16:04:59,554 INFO    SystemMonitor:15545 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-05 16:04:59,555 INFO    SystemMonitor:15545 [interfaces.py:start():188] Started memory monitoring
2024-06-05 16:04:59,556 INFO    SystemMonitor:15545 [interfaces.py:start():188] Started network monitoring
2024-06-05 16:05:00,018 DEBUG   HandlerThread:15545 [system_info.py:probe():150] Probing system
2024-06-05 16:05:00,019 DEBUG   HandlerThread:15545 [system_info.py:_probe_git():135] Probing git
