2024-06-05 15:52:04,509 INFO    StreamThr :5074 [internal.py:wandb_internal():85] W&B internal server running at pid: 5074, started at: 2024-06-05 15:52:04.508566
2024-06-05 15:52:04,511 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: status
2024-06-05 15:52:04,514 INFO    WriterThread:5074 [datastore.py:open_for_write():87] open: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_155204-4xuhqbax/run-4xuhqbax.wandb
2024-06-05 15:52:04,514 DEBUG   SenderThread:5074 [sender.py:send():378] send: header
2024-06-05 15:52:04,516 INFO    Thread-12 :5074 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_155150-b3xdsgl7/files/output.log
2024-06-05 15:52:04,555 DEBUG   SenderThread:5074 [sender.py:send():378] send: run
2024-06-05 15:52:05,162 INFO    SenderThread:5074 [dir_watcher.py:__init__():211] watching files in: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_155204-4xuhqbax/files
2024-06-05 15:52:05,162 INFO    SenderThread:5074 [sender.py:_start_run_threads():1123] run started: 4xuhqbax with start time 1717591924.509412
2024-06-05 15:52:05,174 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: check_version
2024-06-05 15:52:05,174 DEBUG   SenderThread:5074 [sender.py:send_request():405] send_request: check_version
2024-06-05 15:52:05,535 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: run_start
2024-06-05 15:52:05,536 DEBUG   HandlerThread:5074 [system_info.py:__init__():26] System info init
2024-06-05 15:52:05,536 DEBUG   HandlerThread:5074 [system_info.py:__init__():41] System info init done
2024-06-05 15:52:05,536 INFO    HandlerThread:5074 [system_monitor.py:start():194] Starting system monitor
2024-06-05 15:52:05,536 INFO    SystemMonitor:5074 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-05 15:52:05,536 INFO    HandlerThread:5074 [system_monitor.py:probe():214] Collecting system info
2024-06-05 15:52:05,537 INFO    SystemMonitor:5074 [interfaces.py:start():188] Started cpu monitoring
2024-06-05 15:52:05,540 INFO    SystemMonitor:5074 [interfaces.py:start():188] Started disk monitoring
2024-06-05 15:52:05,543 INFO    SystemMonitor:5074 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-05 15:52:05,545 INFO    SystemMonitor:5074 [interfaces.py:start():188] Started memory monitoring
2024-06-05 15:52:05,546 INFO    SystemMonitor:5074 [interfaces.py:start():188] Started network monitoring
2024-06-05 15:52:05,883 DEBUG   HandlerThread:5074 [system_info.py:probe():150] Probing system
2024-06-05 15:52:05,884 DEBUG   HandlerThread:5074 [system_info.py:_probe_git():135] Probing git
2024-06-05 15:52:05,915 DEBUG   HandlerThread:5074 [system_info.py:_probe_git():143] Probing git done
2024-06-05 15:52:05,915 DEBUG   HandlerThread:5074 [system_info.py:probe():198] Probing system done
2024-06-05 15:52:05,915 DEBUG   HandlerThread:5074 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.12.2', 'heartbeatAt': '2024-06-05T12:52:05.883693', 'startedAt': '2024-06-05T12:52:04.500969', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/sanowl/StyleGAN3-nerual-network.git', 'commit': '794c45b035cac2b1508c8444d007167244d9ca0c'}, 'email': '99511815+sanowl@users.noreply.github.com', 'root': '/Users/san./Documents/GitHub/StyleGAN3-for-cat-images', 'host': 'Sans-MacBook-Pro.local', 'username': 'san.', 'executable': '/opt/anaconda3/envs/pot/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 365.7021484375, 'used': 300.2133102416992}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-06-05 15:52:05,915 INFO    HandlerThread:5074 [system_monitor.py:probe():224] Finished collecting system info
2024-06-05 15:52:05,915 INFO    HandlerThread:5074 [system_monitor.py:probe():227] Publishing system info
2024-06-05 15:52:05,915 DEBUG   HandlerThread:5074 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-05 15:52:06,164 INFO    Thread-25 :5074 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_155204-4xuhqbax/files/conda-environment.yaml
2024-06-05 15:52:07,603 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: status_report
2024-06-05 15:52:12,190 INFO    Thread-25 :5074 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/san./Documents/GitHub/StyleGAN3-for-cat-images/wandb/run-20240605_155204-4xuhqbax/files/conda-environment.yaml
2024-06-05 15:52:12,213 DEBUG   HandlerThread:5074 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-05 15:52:12,213 INFO    HandlerThread:5074 [system_monitor.py:probe():229] Finished publishing system info
2024-06-05 15:52:12,214 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: status_report
2024-06-05 15:52:12,214 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: keepalive
2024-06-05 15:52:12,214 DEBUG   SenderThread:5074 [sender.py:send():378] send: files
2024-06-05 15:52:12,214 INFO    SenderThread:5074 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-05 15:52:12,352 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: python_packages
2024-06-05 15:52:12,352 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: stop_status
2024-06-05 15:52:12,352 DEBUG   SenderThread:5074 [sender.py:send_request():405] send_request: python_packages
2024-06-05 15:52:12,353 DEBUG   SenderThread:5074 [sender.py:send_request():405] send_request: stop_status
2024-06-05 15:52:12,621 DEBUG   HandlerThread:5074 [handler.py:handle_request():158] handle_request: status_report
2024-06-05 15:52:12,662 DEBUG   SenderThread:5074 [sender.py:send():378] send: telemetry
